R_th,R_v_0,R_v_1,R_v_2,R_v_3,Q_0,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Q_8,Q_9,Q_10,Q_11,Q_12,Q_13,Q_14,Q_15,dt,meas_th,meas_vel_0,meas_vel_1,x0_0,x0_1,x0_2,x0_3,P0_0,P0_1,P0_2,P0_3,P0_4,P0_5,P0_6,P0_7,P0_8,P0_9,P0_10,P0_11,P0_12,P0_13,P0_14,P0_15,truth_0,truth_1,truth_2,truth_3
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4861044909318921,3763.5130550332433,592.1552950671617,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,1686508.1455322024,18328118.754102767,3756.983210634719,602.9129195552385
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4800844265781357,3788.2249180205035,593.775894487076,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,1742850.2845397783,18337030.702875163,3755.0886072694525,585.2758241843117
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4749175067476645,3735.4147758309755,565.0861197232217,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,1799166.2281816842,18345679.10647244,3753.6489190848674,567.7104915433022
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4692817650444046,3735.4491051488385,548.1105439664252,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,1855457.5766265125,18354064.464037053,3752.028567837546,550.4187060581191
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4673486798848867,3761.4296130659627,536.3261419420827,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,1911725.5719465043,18362188.68330515,3750.254898870249,532.8905999315773
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.468980774620286,3737.512143869437,515.5449799216528,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,1967963.8175524226,18370050.176760837,3748.2733428456477,515.4796599038266
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4578463843199765,3747.6183010442246,491.0887464790049,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2024172.7081612193,18377652.009356935,3746.386562600029,497.883499170057
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4547053390508653,3758.9588466895384,484.33429491970554,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2080352.6037565942,18384986.175032094,3744.344196084354,480.1318172607297
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4577291725109984,3755.7290899820164,471.0407779350722,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2136503.9634457217,18392057.477877926,3742.419542240796,462.88508575554744
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.452031896015797,3736.548431733753,450.53034818124365,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2192623.780504798,18398874.47437845,3740.3020259296436,446.01355264318846
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4485431017463635,3732.0516865350837,405.51918049797763,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2248712.024458369,18405433.832694896,3738.021848008054,428.5669177060196
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.448051698698609,3752.5444724962995,416.5857549031353,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2304767.093412457,18411733.76842941,3735.8442015507812,411.2735125484879
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4394335110072543,3721.083925681748,403.04564738411653,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2360789.053066781,18417773.45081059,3733.826041677304,394.07181151666526
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4424021127984892,3734.2719703974085,405.1005872953742,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2416778.663694654,18423552.570258107,3731.6103170015417,376.4145984875468
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4365053206977154,3728.197753896612,366.5435128092837,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2472735.3826397187,18429067.486352738,3729.401401723405,358.96210541005377
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4342982208561947,3726.2130349798613,347.5854283716398,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2528661.4828552394,18434323.107647978,3727.383730145788,341.7689152857666
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.430889568450481,3719.3126384765887,353.2605726482448,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2584554.2640925953,18439322.27408842,3724.8528760472955,324.6868166147115
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.428937986800835,3729.393624160592,303.670571666032,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2640411.9612884293,18444067.312708106,3722.673434606586,307.9804980571227
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4277095869421508,3730.3411387845495,302.6260909925113,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2696229.9971921286,18448557.288880013,3719.809640700958,290.65475044106404
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4166261598318752,3710.2820493152467,272.23609539864856,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2752007.362189538,18452787.572932776,3717.390089156461,273.4289713060186
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4174194312965445,3715.4047113694332,249.94371550051548,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2807744.877101251,18456757.81429008,3714.459136466052,255.91407493686114
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.416517457131622,3709.1694602036887,235.7106159918617,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2863442.0543884165,18460470.433117654,3711.8088840730356,239.0776411227008
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4122806168886912,3687.244077504942,221.12648112292754,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2919102.030471245,18463927.18564755,3709.5327507732864,221.8892345281177
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.40755213466166,3718.0434156884544,205.3769008535773,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,2974724.292598847,18467128.520005573,3706.861950444684,204.87742695353
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4038110891596856,3718.7065662128466,204.7180275376549,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,3030302.9567608843,18470072.547821112,3703.688909037565,187.6927535278625
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4021063400303908,3686.39211597916,170.33949333916257,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,3085838.6175614623,18472758.27278724,3701.148100492812,170.4058003319232
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4020858057892418,3706.2692825322706,148.96435010787818,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,3141333.781397001,18475186.94322103,3698.0435365659796,153.3514608611094
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.4051689185325633,3676.41532360537,150.59774743350778,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,3196784.6317959256,18477362.60769268,3695.3192907965745,136.84606522651873
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.3947302504767765,3696.836054186422,132.12400643053473,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,3252193.934671346,18479290.109752588,3692.511938378361,119.9949442781823
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.3970822667760698,3674.976681096666,108.15987052974697,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,3307560.406415995,18480965.344388634,3689.6586416037494,103.35485402001488
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.384513629926747,3672.5207150096376,75.8452148100838,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,3362881.093978548,18482391.688249726,3686.554644829626,86.95322338652583
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.3874705323776642,3686.503140386266,74.26832922512979,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,3418155.2389405775,18483569.010367442,3683.339151109989,70.04981822029055
1.2184696791468344e-05,100.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0025,15.0,1.3861449863471014,3688.5395513567323,47.37942115421003,0.0,20000000.0,4500.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,9000000000000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,640000.0,3473382.418814765,18484494.230743572,3680.3033578644504,53.34252242574991
